fname,labels,mids,split,multi_label,primary_label
58076,"Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music","/m/07s0s5r,/m/0342h,/m/0fx80y,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Strum
426549,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
406257,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
101152,Burping_and_eructation,/m/03q5_w,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Burping_and_eructation
245581,Explosion,/m/014zdl,train,"[0, 0, 0, 1, 0, 0, 0, 0]",
118059,"Trickle_and_dribble,Toilet_flush,Gurgling,Pour,Liquid,Domestic_sounds_and_home_sounds,Water","/m/07pqc89,/m/01jt3m,/m/07swgks,/m/07prgkl,/m/04k94,/t/dd00071,/m/0838f",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Trickle_and_dribble
244394,"Fireworks,Thump_and_thud,Boom,Explosion","/m/0g6b5,/m/07qnq_y,/m/07qqyl4,/m/014zdl",val,"[0, 0, 0, 1, 0, 0, 0, 0]",
390252,"Gull_and_seagull,Ocean,Bird,Wild_animals,Animal,Water","/m/01dwxx,/m/05kq4,/m/015p6,/m/01280g,/m/0jbk,/m/0838f",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Gull_and_seagull
176227,"Hammer,Chink_and_clink,Tools,Glass","/m/03l9g,/m/07q7njn,/m/07k1x,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
376579,"Musical_instrument,Music","/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Musical_instrument
432459,"Chime,Bell","/m/0f8s22,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chime
177613,"Cat,Domestic_animals_and_pets,Animal","/m/01yrx,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cat
21105,"Crow,Bird,Wild_animals,Animal","/m/04s8yn,/m/015p6,/m/01280g,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Crow
416286,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Keys_jangling
186949,"Boom,Explosion","/m/07qqyl4,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
117566,"Ringtone,Telephone,Alarm","/m/01hnzm,/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
246258,"Chime,Bell","/m/0f8s22,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chime
179868,"Vehicle_horn_and_car_horn_and_honking,Car,Motor_vehicle_(road),Vehicle,Alarm","/m/0912c9,/m/0k4j,/m/012f08,/m/07yv9,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
174281,"Boom,Explosion","/m/07qqyl4,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
251004,"Gunshot_and_gunfire,Explosion","/m/032s66,/m/014zdl",train,"[0, 0, 0, 1, 1, 0, 0, 0]",
88692,"Finger_snapping,Hands","/m/025_jnm,/m/0k65p",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Finger_snapping
425195,"Church_bell,Bell","/m/03w41f,/m/0395lw",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Church_bell
34874,"Crying_and_sobbing,Human_voice","/m/0463cq4,/m/09l8g",val,"[0, 0, 1, 0, 0, 0, 0, 0]",
236615,"Female_speech_and_woman_speaking,Speech,Human_voice","/m/02zsn,/m/09x0r,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Female_speech_and_woman_speaking
333273,"Chuckle_and_chortle,Giggle,Laughter,Human_voice","/m/07rgt08,/m/07r660_,/m/01j3sz,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chuckle_and_chortle
82121,Explosion,/m/014zdl,train,"[0, 0, 0, 1, 0, 0, 0, 0]",
166888,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
187053,"Accordion,Musical_instrument,Music","/m/0mkg,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Accordion
162261,"Boom,Explosion","/m/07qqyl4,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
396508,"Bicycle,Vehicle","/m/0199g,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Bicycle
107437,"Rattle,Rattle_(instrument),Percussion,Musical_instrument,Music","/m/07qn4z3,/m/05r5wn,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Rattle
9659,Respiratory_sounds,/m/09hlz4,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Respiratory_sounds
433874,"Mechanical_fan,Mechanisms","/m/02x984l,/t/dd00077",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Mechanical_fan
261593,"Siren,Alarm","/m/03kmc9,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 1, 1]",
32216,Hands,/m/0k65p,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Hands
322048,"Frying_(food),Domestic_sounds_and_home_sounds","/m/0dxrf,/t/dd00071",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Frying_(food)
121889,"Growling,Dog,Domestic_animals_and_pets,Animal","/m/0ghcn6,/m/0bt9lr,/m/068hy,/m/0jbk",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Growling
92390,"Giggle,Laughter,Human_voice","/m/07r660_,/m/01j3sz,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Giggle
145990,"Snare_drum,Drum,Percussion,Musical_instrument,Music","/m/06rvn,/m/026t6,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Snare_drum
71784,"Frying_(food),Domestic_sounds_and_home_sounds","/m/0dxrf,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Frying_(food)
270816,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
195089,"Yell,Shout,Human_voice","/m/07sr1lc,/m/07p6fty,/m/09l8g",train,"[0, 1, 0, 0, 0, 0, 0, 0]",
178186,"Camera,Mechanisms","/m/0dv5r,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Camera
193968,"Typewriter,Typing,Domestic_sounds_and_home_sounds","/m/0c2wf,/m/0316dw,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Typewriter
254608,"Drum_kit,Percussion,Musical_instrument,Music","/m/02hnl,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Drum_kit
273187,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
77450,"Speech,Human_voice","/m/09x0r,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Speech
219871,"Screaming,Human_voice","/m/03qc9zr,/m/09l8g",val,"[1, 0, 0, 0, 0, 0, 0, 0]",
138857,"Hi-hat,Cymbal,Percussion,Musical_instrument,Music","/m/03qtq,/m/01qbl,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Hi-hat
117569,"Ringtone,Telephone,Alarm","/m/01hnzm,/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
265083,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
165394,"Gunshot_and_gunfire,Explosion","/m/032s66,/m/014zdl",train,"[0, 0, 0, 1, 1, 0, 0, 0]",
377805,Glass,/m/039jq,train,"[0, 0, 0, 0, 0, 1, 0, 0]",
203374,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
331924,Glass,/m/039jq,train,"[0, 0, 0, 0, 0, 1, 0, 0]",
21800,"Skateboard,Vehicle","/m/06_fw,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Skateboard
217388,"Knock,Wood,Door,Domestic_sounds_and_home_sounds","/m/07r4wb8,/m/083vt,/m/02dgv,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Knock
114284,Engine,/m/02mk9,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Engine
260433,"Shatter,Glass","/m/07rn7sz,/m/039jq",val,"[0, 0, 0, 0, 0, 1, 0, 0]",
18917,"Chime,Bell","/m/0f8s22,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chime
154456,"Sigh,Human_voice","/m/07plz5l,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Sigh
322508,"Fire,Boom,Explosion","/m/02_41,/m/07qqyl4,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
60446,"Applause,Screaming,Crowd,Human_group_actions,Human_voice","/m/028ght,/m/03qc9zr,/m/03qtwd,/t/dd00012,/m/09l8g",train,"[1, 0, 0, 0, 0, 0, 0, 0]",
222885,Respiratory_sounds,/m/09hlz4,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Respiratory_sounds
56987,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
143558,"Fixed-wing_aircraft_and_airplane,Aircraft,Vehicle","/m/0cmf2,/m/0k5j,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Fixed-wing_aircraft_and_airplane
262978,"Crowd,Clapping,Laughter,Human_group_actions,Human_voice,Hands","/m/03qtwd,/m/0l15bq,/m/01j3sz,/t/dd00012,/m/09l8g,/m/0k65p",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Crowd
273599,Burping_and_eructation,/m/03q5_w,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Burping_and_eructation
95113,"Fowl,Livestock_and_farm_animals_and_working_animals,Animal","/m/025rv6n,/m/0ch8v,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Fowl
71510,Glass,/m/039jq,train,"[0, 0, 0, 0, 0, 1, 0, 0]",
374788,"Brass_instrument,Musical_instrument,Music","/m/01kcd,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Brass_instrument
164524,"Squeak,Cupboard_open_or_close,Wood,Domestic_sounds_and_home_sounds","/m/07q6cd_,/m/0642b4,/m/083vt,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Squeak
89815,Glass,/m/039jq,train,"[0, 0, 0, 0, 0, 1, 0, 0]",
193829,"Knock,Slam,Wood,Door,Domestic_sounds_and_home_sounds","/m/07r4wb8,/m/07rjzl8,/m/083vt,/m/02dgv,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Knock
88976,Glass,/m/039jq,train,"[0, 0, 0, 0, 0, 1, 0, 0]",
273395,Run,/m/06h7j,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Run
160679,"Hammer,Engine,Tools","/m/03l9g,/m/02mk9,/m/07k1x",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Hammer
256222,Glass,/m/039jq,train,"[0, 0, 0, 0, 0, 1, 0, 0]",
18815,"Fireworks,Explosion","/m/0g6b5,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
191938,"Cat,Domestic_animals_and_pets,Animal","/m/01yrx,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cat
152754,"Glass,Bell","/m/039jq,/m/0395lw",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
169143,"Growling,Dog,Domestic_animals_and_pets,Animal","/m/0ghcn6,/m/0bt9lr,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Growling
419191,"Drum_kit,Percussion,Musical_instrument,Music","/m/02hnl,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Drum_kit
102454,"Race_car_and_auto_racing,Car,Motor_vehicle_(road),Vehicle","/m/0ltv,/m/0k4j,/m/012f08,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Race_car_and_auto_racing
149966,Thump_and_thud,/m/07qnq_y,val,"[0, 0, 0, 0, 0, 0, 0, 0]",Thump_and_thud
372525,"Bark,Dog,Domestic_animals_and_pets,Animal","/m/05tny_,/m/0bt9lr,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Bark
371427,"Water,Splash_and_splatter,Liquid","/m/0838f,/m/07rrlb6,/m/04k94",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Water
35439,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
193953,"Typewriter,Typing,Domestic_sounds_and_home_sounds","/m/0c2wf,/m/0316dw,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Typewriter
44768,"Race_car_and_auto_racing,Accelerating_and_revving_and_vroom,Car,Motor_vehicle_(road),Vehicle,Engine","/m/0ltv,/m/07q2z82,/m/0k4j,/m/012f08,/m/07yv9,/m/02mk9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Race_car_and_auto_racing
373364,"Glockenspiel,Mallet_percussion,Percussion,Musical_instrument,Music","/m/0dwtp,/m/0j45pbj,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Glockenspiel
201946,"Ringtone,Telephone,Alarm","/m/01hnzm,/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
77601,"Squeak,Walk_and_footsteps","/m/07q6cd_,/m/07pbtc8",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Squeak
88927,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
426826,"Scissors,Domestic_sounds_and_home_sounds","/m/01lsmm,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Scissors
92381,"Giggle,Laughter,Human_voice","/m/07r660_,/m/01j3sz,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Giggle
183615,"Cutlery_and_silverware,Drawer_open_or_close,Domestic_sounds_and_home_sounds","/m/023pjk,/m/0fqfqc,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cutlery_and_silverware
33751,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
113777,"Chink_and_clink,Glass","/m/07q7njn,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
363581,"Gasp,Breathing,Respiratory_sounds","/m/07s0dtb,/m/0lyf6,/m/09hlz4",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Gasp
101318,"Cheering,Shout,Human_group_actions,Human_voice","/m/053hz1,/m/07p6fty,/t/dd00012,/m/09l8g",train,"[0, 1, 0, 0, 0, 0, 0, 0]",
277043,"Sigh,Breathing,Respiratory_sounds,Human_voice","/m/07plz5l,/m/0lyf6,/m/09hlz4,/m/09l8g",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Sigh
25718,Hiss,/m/07rjwbb,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Hiss
364849,"Hammer,Wood,Tools","/m/03l9g,/m/083vt,/m/07k1x",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Hammer
59807,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
392507,"Sigh,Human_voice","/m/07plz5l,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Sigh
186962,"Idling,Accelerating_and_revving_and_vroom,Engine","/m/07pb8fc,/m/07q2z82,/m/02mk9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Idling
328825,"Bicycle_bell,Bicycle,Vehicle,Alarm,Bell","/m/0gy1t2s,/m/0199g,/m/07yv9,/m/07pp_mv,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
36754,"Fowl,Livestock_and_farm_animals_and_working_animals,Animal","/m/025rv6n,/m/0ch8v,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Fowl
29690,"Door,Domestic_sounds_and_home_sounds","/m/02dgv,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Door
430675,"Breathing,Respiratory_sounds","/m/0lyf6,/m/09hlz4",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Breathing
77061,"Yell,Shout,Human_voice","/m/07sr1lc,/m/07p6fty,/m/09l8g",train,"[0, 1, 0, 0, 0, 0, 0, 0]",
187678,"Aircraft,Vehicle","/m/0k5j,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Aircraft
274053,"Trickle_and_dribble,Pour,Liquid","/m/07pqc89,/m/07prgkl,/m/04k94",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Trickle_and_dribble
333854,"Accordion,Musical_instrument,Music","/m/0mkg,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Accordion
351542,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
403672,"Accordion,Musical_instrument,Music","/m/0mkg,/m/04szw,/m/04rlf",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Accordion
195069,"Sink_(filling_or_washing),Water,Domestic_sounds_and_home_sounds","/m/0130jx,/m/0838f,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Sink_(filling_or_washing)
188432,"Cheering,Human_group_actions","/m/053hz1,/t/dd00012",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cheering
332312,"Cheering,Human_group_actions","/m/053hz1,/t/dd00012",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cheering
198362,"Applause,Cheering,Human_group_actions","/m/028ght,/m/053hz1,/t/dd00012",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Applause
340934,"Crowd,Human_group_actions","/m/03qtwd,/t/dd00012",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Crowd
83298,"Train,Human_voice,Rail_transport,Vehicle","/m/07jdr,/m/09l8g,/m/06d_3,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Train
386608,"Laughter,Human_voice","/m/01j3sz,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Laughter
14784,"Clock,Mechanisms","/m/01x3z,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Clock
33497,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
381957,"Siren,Alarm","/m/03kmc9,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 1, 1]",
175511,"Male_singing,Singing,Human_voice","/t/dd00003,/m/015lz1,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Male_singing
265339,"Bathtub_(filling_or_washing),Domestic_sounds_and_home_sounds","/m/03dnzn,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Bathtub_(filling_or_washing)
361404,"Motorcycle,Accelerating_and_revving_and_vroom,Motor_vehicle_(road),Vehicle,Engine","/m/04_sv,/m/07q2z82,/m/012f08,/m/07yv9,/m/02mk9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Motorcycle
204169,"Writing,Domestic_sounds_and_home_sounds","/m/081rb,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Writing
254339,Hiss,/m/07rjwbb,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Hiss
379916,"Squeak,Slam,Alarm,Car,Motor_vehicle_(road),Vehicle,Door,Domestic_sounds_and_home_sounds","/m/07q6cd_,/m/07rjzl8,/m/07pp_mv,/m/0k4j,/m/012f08,/m/07yv9,/m/02dgv,/t/dd00071",val,"[0, 0, 0, 0, 0, 0, 0, 1]",
414559,"Chime,Bell","/m/0f8s22,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chime
272540,Run,/m/06h7j,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Run
88826,"Dishes_and_pots_and_pans,Glass,Domestic_sounds_and_home_sounds","/m/04brg2,/m/039jq,/t/dd00071",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
89785,"Packing_tape_and_duct_tape,Domestic_sounds_and_home_sounds","/m/05mxj0q,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Packing_tape_and_duct_tape
391980,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
162403,"Gunshot_and_gunfire,Explosion","/m/032s66,/m/014zdl",train,"[0, 0, 0, 1, 1, 0, 0, 0]",
348889,"Glockenspiel,Mallet_percussion,Percussion,Musical_instrument,Music","/m/0dwtp,/m/0j45pbj,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Glockenspiel
93639,"Siren,Alarm","/m/03kmc9,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 1, 1]",
271069,"Printer,Mechanisms","/m/01m4t,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Printer
277298,"Typewriter,Typing,Domestic_sounds_and_home_sounds","/m/0c2wf,/m/0316dw,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Typewriter
119015,"Musical_instrument,Music","/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Musical_instrument
17445,"Mechanical_fan,Mechanisms","/m/02x984l,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Mechanical_fan
236030,"Bark,Dog,Domestic_animals_and_pets,Animal","/m/05tny_,/m/0bt9lr,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Bark
329612,"Vehicle_horn_and_car_horn_and_honking,Motor_vehicle_(road),Car,Vehicle,Alarm","/m/0912c9,/m/012f08,/m/0k4j,/m/07yv9,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
252015,"Ratchet_and_pawl,Mechanisms","/m/02bm9n,/t/dd00077",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Ratchet_and_pawl
216373,Engine,/m/02mk9,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Engine
348270,Animal,/m/0jbk,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Animal
216384,"Tick-tock,Clock,Mechanisms","/m/07qjznl,/m/01x3z,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Tick-tock
101314,"Cheering,Shout,Human_group_actions,Human_voice","/m/053hz1,/m/07p6fty,/t/dd00012,/m/09l8g",train,"[0, 1, 0, 0, 0, 0, 0, 0]",
167538,"Ringtone,Telephone,Alarm","/m/01hnzm,/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
364896,Screech,/m/07q8k13,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Screech
154642,Respiratory_sounds,/m/09hlz4,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Respiratory_sounds
35108,"Car,Motor_vehicle_(road),Vehicle","/m/0k4j,/m/012f08,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Car
360480,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
200289,"Boat_and_Water_vehicle,Vehicle","/m/019jd,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Boat_and_Water_vehicle
191583,"Boom,Explosion","/m/07qqyl4,/m/014zdl",val,"[0, 0, 0, 1, 0, 0, 0, 0]",
326353,"Bicycle_bell,Alarm,Bicycle,Vehicle,Bell","/m/0gy1t2s,/m/07pp_mv,/m/0199g,/m/07yv9,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
378295,Crushing,/m/07plct2,val,"[0, 0, 0, 0, 0, 0, 0, 0]",Crushing
95741,"Fill_(with_liquid),Chink_and_clink,Liquid,Glass","/m/07p7b8y,/m/07q7njn,/m/04k94,/m/039jq",val,"[0, 0, 0, 0, 0, 1, 0, 0]",
186484,"Sink_(filling_or_washing),Water_tap_and_faucet,Hands,Splash_and_splatter,Liquid,Domestic_sounds_and_home_sounds","/m/0130jx,/m/02jz0l,/m/0k65p,/m/07rrlb6,/m/04k94,/t/dd00071",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Sink_(filling_or_washing)
213207,Run,/m/06h7j,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Run
181477,Explosion,/m/014zdl,train,"[0, 0, 0, 1, 0, 0, 0, 0]",
28490,"Musical_instrument,Music","/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Musical_instrument
223505,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
268556,Explosion,/m/014zdl,train,"[0, 0, 0, 1, 0, 0, 0, 0]",
162989,"Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music","/m/018vs,/m/0342h,/m/0fx80y,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Bass_guitar
157206,"Gunshot_and_gunfire,Explosion","/m/032s66,/m/014zdl",train,"[0, 0, 0, 1, 1, 0, 0, 0]",
273596,"Harmonica,Musical_instrument,Music","/m/03qjg,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Harmonica
89809,Glass,/m/039jq,train,"[0, 0, 0, 0, 0, 1, 0, 0]",
55031,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
150372,"Cupboard_open_or_close,Domestic_sounds_and_home_sounds","/m/0642b4,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cupboard_open_or_close
322395,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cutlery_and_silverware
56688,Engine,/m/02mk9,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Engine
399012,"Ratchet_and_pawl,Mechanisms","/m/02bm9n,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Ratchet_and_pawl
200436,"Aircraft,Vehicle","/m/0k5j,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Aircraft
346811,"Finger_snapping,Hands","/m/025_jnm,/m/0k65p",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Finger_snapping
386223,Wood,/m/083vt,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Wood
174896,"Gull_and_seagull,Bird,Wild_animals,Animal","/m/01dwxx,/m/015p6,/m/01280g,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Gull_and_seagull
156305,Crackle,/m/07pzfmf,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Crackle
378098,"Chicken_and_rooster,Fowl,Livestock_and_farm_animals_and_working_animals,Animal","/m/09b5t,/m/025rv6n,/m/0ch8v,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chicken_and_rooster
24723,"Clock,Mechanisms","/m/01x3z,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Clock
