fname,gt_Scream,gt_Shout,gt_Crying,gt_Explosion,gt_Gunshot,gt_Glass,gt_Siren,gt_Alarm,pseudo_Scream,pseudo_Shout,pseudo_Crying,pseudo_Explosion,pseudo_Gunshot,pseudo_Glass,pseudo_Siren,pseudo_Alarm,tuned_Scream,tuned_Shout,tuned_Crying,tuned_Explosion,tuned_Gunshot,tuned_Glass,tuned_Siren,tuned_Alarm,score_Scream,score_Shout,score_Crying,score_Explosion,score_Gunshot,score_Glass,score_Siren,score_Alarm
128459,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1342,-0.0156,0.1109,-0.1589,-0.0997,-0.042,0.3699,0.1766
62502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,-0.0187,0.1145,-0.1118,-0.0972,0.061,-0.0567,0.0933
126659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389,-0.077,-0.044,-0.1119,-0.0559,-0.0814,-0.0528,0.0501
136960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474,0.0436,-0.0041,-0.0357,-0.0087,-0.0035,0.0353,0.0908
99254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256,-0.0623,-0.0508,-0.0559,-0.07,-0.1121,-0.022,0.1461
60013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723,-0.0162,-0.0453,-0.1018,-0.1497,-0.1079,-0.0349,-0.0592
370304,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0498,0.0941,-0.1085,0.4968,0.3745,0.1909,0.0183,0.061
335585,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2925,0.2605,0.3577,-0.04,0.0143,-0.0334,0.0883,-0.0017
258367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475,0.1864,-0.0883,-0.0875,-0.0557,-0.0817,-0.0648,-0.0301
69207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1708,0.0443,-0.0901,-0.0993,0.0303,-0.1538,0.0673,0.2202
411517,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0277,0.0879,0.02,0.0617,0.1365,0.0516,0.214,0.3181
14304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1893,0.1189,0.0187,0.0875,0.0331,-0.0108,-0.0008,0.0363
415405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0861,-0.0495,0.0194,-0.1882,-0.1206,-0.1517,0.0278,0.0667
10340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1709,0.0861,0.0627,-0.0815,-0.1359,-0.0634,-0.0204,0.1422
214190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373,-0.0233,-0.096,0.0099,0.0229,0.0107,-0.0407,0.1562
197955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359,-0.116,-0.1319,-0.0523,-0.0251,-0.0692,0.0105,0.0574
70344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263,-0.1228,-0.1079,-0.0892,-0.1706,-0.1209,-0.0162,-0.058
216287,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.1419,0.0085,-0.169,0.025,0.1668,0.276,-0.0241,-0.077
144017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1003,0.0897,0.2022,-0.0969,0.0297,0.0079,0.1266,0.0979
321941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596,0.0151,-0.0311,0.1245,0.1339,0.0102,0.0354,0.1038
168798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0814,-0.1501,-0.0652,0.0058,-0.0208,-0.0597,-0.0494,0.0102
153975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342,0.0833,-0.1024,0.0039,0.0518,0.0285,0.0308,0.118
254477,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2774,0.2668,0.4256,-0.0682,-0.0566,0.0478,0.1196,0.0884
66291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.0759,-0.0432,0.0279,-0.0887,0.0581,-0.1875,0.2124,0.2816
66293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.0889,-0.0615,0.0075,-0.1027,0.0437,-0.2025,0.1858,0.2709
377270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2407,-0.1086,-0.0954,-0.0815,-0.0736,-0.2498,0.0058,0.0217
333411,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1819,0.3216,0.1891,-0.0518,-0.1269,-0.0232,0.0337,-0.0382
219846,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0255,0.1315,-0.0225,0.1021,0.0636,0.4681,-0.0403,0.056
40214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504,-0.0311,-0.0883,-0.2119,-0.1533,-0.2932,-0.0751,-0.1453
270446,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3754,0.2803,0.2825,-0.0734,-0.216,-0.0393,0.0792,-0.0637
163729,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.4485,0.4309,0.2962,-0.0651,-0.0581,0.0479,0.1924,0.0836
323019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-0.0041,-0.032,0.0294,-0.048,-0.0322,-0.073,0.3751,0.4225
24973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078,-0.1358,0.1447,-0.1845,-0.126,-0.1937,-0.0206,0.0491
316802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0083,0.0959,0.0337,-0.0983,-0.1082,-0.2197,-0.0464,0.0037
359537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094,0.1053,-0.0155,-0.0359,0.0498,-0.085,0.0338,0.0428
219665,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.4381,0.3499,0.3778,0.0036,-0.0774,-0.0315,0.1905,0.0812
75982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196,-0.0824,-0.058,-0.0157,0.0126,-0.0257,-0.0706,0.0625
199377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1014,-0.0919,-0.0957,-0.1062,-0.007,0.1588,-0.013,0.0532
57746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1191,-0.1443,-0.1291,-0.0669,-0.0142,-0.1355,-0.0845,0.0074
277510,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0189,-0.0487,-0.0579,-0.0306,-0.0666,-0.0326,0.0673,0.2371
79143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0768,0.0731,0.0323,-0.0433,-0.0121,0.3878,0.0305,0.102
156309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077,-0.122,-0.0465,-0.1039,-0.1156,-0.0571,-0.1565,-0.0675
118837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1185,-0.0684,-0.0834,0.0579,-0.0623,-0.1563,-0.0901,0.0749
20101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0487,0.1127,0.1076,-0.041,0.0554,-0.094,0.1007,0.2651
339625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.1192,0.063,-0.0125,0.0872,-0.0253,0.1033,0.1302
33393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0.0869,0.0427,0.0208,0.0879,-0.0111,0.0652,-0.0345
394403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1512,-0.1454,-0.0674,0.0327,0.0806,-0.0046,-0.0872,-0.0865
19124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0017,0.036,0.0623,0.0957,0.0077,-0.1273,-0.1408,0.0171
352068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0593,-0.0166,-0.1331,-0.0162,-0.0455,0.1528,0.012,0.1143
85168,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.113,0.2323,0.0192,0.139,0.1482,0.5343,0.0298,0.0591
264436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202,-0.066,-0.1245,-0.024,-0.044,-0.1104,-0.0128,-0.11
186943,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0.373,0.4262,0.1621,0.5115,0.2542,0.2374,0.1639,0.2086
105063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149,0.0031,-0.0615,0.1109,0.0425,-0.0071,0.0014,0.1171
66284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0043,0.0641,-0.0237,-0.0611,-0.1192,-0.0646,-0.0503,-0.0865
159703,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1258,-0.0229,-0.0895,0.0683,0.1704,-0.1393,-0.0339,-0.0031
379394,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1322,0.2503,0.0855,-0.0598,-0.0366,-0.1095,0.0727,0.103
20212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.097,-0.0435,-0.0159,-0.006,0.0016,0.0717,-0.0319,0.1233
180284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1488,0.0173,0.0326,-0.0144,-0.0761,-0.0104,0.1528,0.2219
381805,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5396,0.4048,0.4023,0.0446,-0.1087,0.0667,0.1876,0.1026
66961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0533,-0.1501,0.0934,-0.1844,-0.0531,-0.0695,-0.0249,0.0331
322130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711,0.0696,-0.1072,-0.0817,-0.013,-0.0395,0.1394,0.1035
369880,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0265,0.0597,0.0616,-0.0551,-0.0213,-0.1007,0.1706,0.3653
401711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1345,-0.1852,0.04,-0.2161,-0.0852,-0.2569,0.1131,0.0759
146351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0946,-0.0938,-0.1099,-0.2841,-0.1818,-0.1259,-0.1065,-0.1209
390707,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.0243,0.0333,-0.0557,0.0949,0.1491,0.3155,0.0349,0.043
434239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0063,0.1022,-0.0002,0.2279,0.243,-0.0189,-0.0013,0.0329
326175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289,-0.0779,0.053,0.0002,0.1223,-0.1281,0.0589,0.1341
165391,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0081,0.0861,-0.0181,0.1931,0.3307,-0.0807,0.0642,0.1108
379189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401,0.0574,0.0517,-0.1647,-0.0154,0.1002,0.0733,0.2031
364729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802,-0.0516,-0.1393,-0.1109,-0.0111,-0.1096,0.1438,0.1156
348874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,-0.0242,0.0868,-0.0848,-0.0631,-0.1193,0.0646,0.1197
36832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733,-0.024,-0.0924,0.0263,0.0015,-0.0034,0.1263,0.0281
412862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465,-0.1325,-0.0519,-0.0764,-0.0125,-0.1064,-0.1016,-0.0259
373574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0228,0.066,-0.0121,-0.0072,0.0157,0.1175,0.1002,0.2565
65933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268,-0.1641,-0.0396,-0.0026,0.0427,0.0453,-0.0191,0.031
428249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503,-0.0329,0.1085,-0.1287,-0.0505,-0.0814,0.0262,-0.0188
168703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338,-0.0861,-0.0983,0.0367,0.1206,0.006,0.0191,-0.0076
39514,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882,0.0932,-0.1013,0.0253,-0.0028,0.0283,0.1392,0.181
381865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1413,-0.1109,-0.0433,-0.0191,0.0346,0.0583,-0.0659,0.0309
47611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387,-0.0456,-0.118,-0.0739,-0.0804,-0.1285,0.0445,0.024
195067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1884,-0.1969,-0.1844,-0.1462,-0.1515,-0.2304,-0.061,-0.0546
382658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304,-0.0671,-0.0512,-0.0925,0.0348,-0.0935,0.0298,0.0464
145801,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.4329,0.3941,0.3928,0.063,-0.0909,0.0605,0.159,0.1289
47610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112,-0.0754,-0.1115,-0.1754,-0.1342,-0.2179,0.0504,0.0069
146200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674,-0.0164,0.1161,-0.1091,-0.0475,-0.0694,0.0922,0.0613
170737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175,-0.0285,-0.0194,0.1887,0.1079,0.0896,-0.0843,0.0058
173828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295,0.0295,-0.0163,-0.0634,-0.0393,-0.1348,-0.0096,0.0062
180731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1849,-0.1201,-0.1508,-0.1426,-0.0965,-0.102,-0.0655,-0.1055
84420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193,-0.0048,-0.2191,-0.1001,0.0186,0.0154,-0.0838,-0.0179
427013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289,-0.007,0.0148,-0.1632,-0.1164,-0.1349,0.1401,-0.0022
64283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424,-0.0265,0.065,0.0093,0.0382,-0.121,0.1069,0.0814
238638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1338,0.1503,0.3223,-0.1486,-0.0524,-0.0796,0.0029,0.0575
70115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0698,-0.0754,-0.1277,-0.021,0.0493,-0.0964,-0.0304,-0.0363
334494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1116,-0.1314,-0.0242,-0.0348,0.0068,0.0154,-0.0416,0.0979
251543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1399,-0.059,-0.2093,0.0444,0.0526,-0.0451,0.0693,0.0835
330265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512,-0.1655,-0.0728,-0.0546,0.0272,-0.1188,0.0302,-0.0238
96376,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.0349,0.0539,-0.0469,0.2508,0.325,0.0766,0.0535,0.1554
346904,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0225,0.0944,0.0683,0.1897,0.3225,0.0822,0.0693,0.1291
76196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0.1625,0.0484,0.0744,0.1803,0.2547,0.0108,0.3023,0.4558
173711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104,0.086,-0.0955,-0.001,-0.0954,-0.1712,-0.0099,0.0149
50901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2324,-0.255,-0.1434,-0.1165,-0.0291,-0.1071,-0.015,-0.0824
168725,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3905,0.3082,0.3909,0.0164,-0.1135,-0.0633,0.1768,0.159
175844,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0781,0.0606,-0.1233,-0.0326,0.0216,-0.1173,0.0768,0.1183
31145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313,0.0928,-0.1073,-0.1874,-0.0259,-0.0988,0.0711,-0.0134
368417,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.0888,-0.0209,-0.01,0.2355,0.2592,-0.1209,-0.02,0.1372
242362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.007,0.0259,-0.0731,-0.0059,0.0011,0.2156,-0.0107,0.0796
212178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1626,-0.08,-0.1422,-0.1161,0.0502,-0.0545,0.0292,0.0267
275697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1145,-0.1836,-0.0719,-0.124,-0.0788,-0.1526,-0.1372,-0.0344
262603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146,-0.1074,-0.114,0.0916,0.0592,0.0873,0.025,0.0888
151066,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,-0.0188,0.0649,-0.0948,0.2809,0.2998,0.0334,-0.0116,0.0592
86349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154,-0.1292,-0.052,-0.0436,-0.122,0.002,-0.0565,-0.0365
202018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0655,-0.031,-0.0051,-0.0751,-0.0433,-0.058,-0.0426,0.1431
126878,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.0486,0.0456,-0.0151,0.0826,0.0801,0.397,-0.013,0.0079
109742,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.1965,0.1969,0.1019,0.2843,0.1223,0.0136,0.1126,0.0907
91543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301,-0.183,0.0767,-0.157,-0.0563,-0.2743,0.1052,-0.0052
156904,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.0115,0.095,-0.0959,0.365,0.3338,0.0147,0.0328,0.0923
216276,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.0439,0.0192,-0.0321,0.4912,0.292,0.1179,0.0104,0.0833
187040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0683,-0.104,0.087,-0.0829,-0.0502,-0.0889,0.0213,0.0635
415410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456,-0.0446,0.0729,-0.1818,-0.1249,-0.1182,0.0193,0.0774
261034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0578,-0.0932,0.0423,-0.0579,-0.0101,-0.0852,0.1362,0.1623
123926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1714,-0.1333,-0.1873,0.0462,0.0388,-0.206,0.0051,0.034
35464,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.1375,0.0393,-0.0054,0.5035,0.2603,0.0566,0.0714,0.0351
419698,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1043,0.0482,-0.2045,-0.0585,-0.0982,-0.0577,0.1254,0.1602
383978,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.0605,0.0213,-0.0968,0.1496,0.0566,0.3866,-0.0539,0.0365
253628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127,-0.1394,0.0317,-0.1089,0.0254,-0.027,-0.0127,0.0463
91264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326,-0.0537,0.0913,-0.1104,0.0558,0.0182,0.0516,0.0227
413619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941,0.0291,0.0528,-0.0037,-0.0535,-0.289,0.0957,0.0843
164911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2516,-0.1398,-0.1389,-0.1157,-0.0377,-0.0917,-0.1703,-0.1327
269771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1676,-0.1615,-0.172,-0.076,-0.0111,-0.1761,0.0117,0.0258
331370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1093,-0.0943,-0.0251,-0.1056,-0.0605,-0.2012,0.0008,0.1558
167337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1404,0.125,0.0076,-0.1068,-0.0793,-0.0746,0.3724,0.2116
51124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1451,-0.0357,-0.1047,-0.0139,-0.0348,0.0263,-0.0639,-0.0149
43822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471,0.0558,0.1019,0.0825,0.2073,0.0516,0.1655,0.1867
131855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.1164,0.0078,-0.0924,0.1121,0.1062,0.2787,0.0537,0.0073
8359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0929,0.0292,-0.1235,0.0674,0.0584,-0.0965,-0.0046,0.1298
390256,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2161,0.077,0.497,-0.0539,-0.092,-0.0373,0.1216,0.1049
165420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1562,-0.1679,-0.1246,0.0385,0.0398,-0.1619,-0.0215,0.1237
20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417,-0.0442,-0.0771,-0.0678,0.0397,-0.0489,0.0944,0.1901
32231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0021,-0.0591,0.0062,-0.0162,0.1083,0.0509,0.1367,0.252
332538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292,0.1187,-0.0504,-0.1478,-0.0919,0.0864,-0.1144,-0.1222
357378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1177,0.1136,-0.0183,-0.0296,0.0729,0.1045,0.0344,-0.0579
186040,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0341,0.0182,0.058,-0.0571,0.0745,-0.1409,0.1245,0.2449
399768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552,-0.0677,-0.1114,0.1339,-0.0246,-0.0947,0.0067,0.066
30941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464,0.1426,-0.017,-0.1143,-0.0789,-0.1399,-0.0718,0.0055
59040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,0.092,0.3175,-0.1677,-0.0702,-0.0963,-0.0283,-0.0376
